lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,Obj_Func
0.0102721661436352,14594165499.505032,8.433404468968817,0.5928162895953627,0.7777777777777778,1.01378524929521,40.55692567928792,3035241522.4882874,3.176054536053406e-06,96134.30391231753,0.302349646838082
