lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,Obj_Func
0.0001,20316049611.266403,39.72605520057764,0.6914615747385622,31408.723767832802,0.4092181625380819,30.130065643977606,6699290119.851952,3.76074651294956e-07,925642.2927677628,2.503055987540311
0.0001,13130112199.932402,15.352628755728823,0.4700383206250215,8643.427146949372,1.4914341452245319,17.403214946230957,2906186785.1581473,4.564956588265971e-07,93358.02000645193,2.5127629575849824
0.0001,6732660567.103827,26.51178390882735,0.4227468446497003,221256.745708155,0.030414967504793413,28.18414534772487,2182464689.8365006,1.6222772689294724e-06,1063060.9364913465,2.459928911877286
7.587112263052551,220468714.49269122,0.01,0.7673608910117092,0.7777777777777778,0.2632795660084421,14.74307122187773,3284324054.872206,1.8131329465886584e-06,2226381.9486582056,2.1289326461882254
0.0001,5265229128.352501,45.12258310774028,0.4584817821978728,136944.97078906084,0.0370429344482533,22.536085346500595,3050410987.6298246,8.166299036098055e-07,645289.0177530625,2.425005920469936
0.0001,9831722378.913635,21.777829844522856,0.939806463422047,32127.26127443847,0.33200738960551845,26.773886025533464,1896214731.1857543,6.539815722562964e-07,976952.3820473212,0.6596296622934984
0.0001,29887354152.355484,30.891795895189368,0.39484145678882554,9414.447165854086,1.4390767333056884,3.3433522904159356,788795827.2692049,3.635716308239446e-07,262205.7066861177,0.6693347923025421
0.0001,18191295702.84445,39.367689947359885,0.7453530592485833,70850.37536067165,0.1792991228109352,5.624152740621451,4155923818.4163394,3.820923264891283e-07,509817.726455398,0.6626400365793702
0.010272166143635202,14594165499.505032,8.433404468968817,0.5928162895953627,0.7777777777777778,1.01378524929521,40.556925679287914,3035241522.4882874,3.176054536053406e-06,96134.30391231751,0.302349646838082
0.0001,9726144810.336285,49.96797660426899,0.6845121099918161,104888.160866157,0.08834195085704434,25.052558915359022,4390991238.052833,6.921481534940419e-07,1728004.9010325917,0.6369402364036227
