Cmax,Bexp,Alpha,Ks,Kq,Obj_Func
586.4826931659591,0.06657957125777848,0.17081921888211474,0.537381672457823,0.043746895908136726,2.8231835326026666
587.0583266677922,0.06530096581242031,0.17141356711482866,0.5385697102021614,0.06527284046111337,2.822103538726514
586.9750671768583,0.06549467882133135,0.17130893532762465,0.538385426393488,0.05636975404636635,2.8222370228394644
586.9061972506,0.0656853315241828,0.17119588291886592,0.538324825911879,0.055902432143955044,2.822256651999313
587.0499799318771,0.06530430153825416,0.1714298062885077,0.538623491544096,0.06532600338463691,2.8221043895579974
586.9486597534948,0.06542984074002044,0.17160758293456616,0.5384603297741255,0.058949047325323634,0.168907589114608
586.5521792458122,0.0652914693104448,0.17214112052313935,0.5388128480012692,0.05148278679075562,0.16895311201504834
587.007097485024,0.0654404129371646,0.17121595799115213,0.538349032549193,0.061276130482636075,0.16890207361158446
587.1676752752119,0.06507161969361556,0.17124425373410643,0.5385946682077876,0.07390438040830367,0.16894157358590423
586.8759184357262,0.06568100075605317,0.1710621550625963,0.5382621562584518,0.05611716289712934,0.16891939383562254
