lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,Obj_Func
0.008446153253494574,3464069025.1495385,18.073950856997556,0.37889260689785154,23892.424105888233,1e-05,34.95406074852158,897220952.5270286,1.1380551682195364e-05,227729.84504036492,0.7991794171652236
0.005574142703846295,3282907322.203468,32.29589282831853,0.9272049187644028,0.1394675925925926,0.7723990955399793,16.741653766561093,135319528.24477926,8.313673126018364e-06,298024.8867730369,0.8169716906856803
0.0001,5137969813.95334,50.0,0.47724571796968984,14838.248571430277,0.047020965047061054,47.40887690763319,817615877.4492878,1.7696055716400438e-05,69.73379629629629,0.9693563652534235
0.004364564839719405,2721419606.6619315,41.76054416743339,0.95,32289.23996194542,1e-05,19.349930942317922,212794275.96566463,6.130116668295304e-06,276120.37516704126,0.8644038410651101
0.011200552496782631,2351408845.696642,14.914919326651969,0.7726719585913858,0.1394675925925926,0.8352834292633593,17.943158408513685,584738060.8119653,9.91189084737505e-06,169391.6387629492,0.798563265595821
0.0001,2891970321.3062816,50.0,0.4100234502258505,27111.237965315653,0.01293648411476469,22.626723642141187,1202829964.264527,1.3767670197634247e-05,197663.44696367707,0.914261747173003
5.048679487876386,6025000000.0,2.187695784200304,0.4043420937897248,1725.7692231950912,1e-05,50.0,1201948473.9815183,9.829496337515293e-06,300189.6439028445,0.8733659731478474
0.0065714217769908675,4119932607.2571397,24.320665626398036,0.5529118806003736,0.1394675925925926,1.115897322925351,29.049322859165752,559384242.0190058,1.0433520146778049e-05,6368.231362822581,0.6188118585688286
0.003964159935917205,4641895558.278614,44.98673626935367,0.17384339476138483,0.1394675925925926,1.0524326038492426,23.749431116486985,773270799.4842463,8.40092564181362e-06,206879.8109381975,0.647050192858979
0.0001,2891475623.059364,50.0,0.11327978089867222,35013.178476674846,0.010040093131267002,12.211222184573913,161924821.87195122,1.3731064092534703e-05,402478.03001345013,0.9142577777147257
