lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,Obj_Func
5.882873880058381,2286794483.1841965,5.417414531639147,0.8957086931946926,1.5046296296296295,0.6821024700104923,8.742495726703313,180643874.15000385,1.8852518317113697e-06,29872.43445689476,1.7132542704625247
4.202996771393957,574662114.0893258,2.2598016947857715,0.8838121953303975,1.5046296296296295,0.0001,16.029686258879796,220016405.33142462,1.8897680431203724e-06,11750.208051322119,1.6675775730004532
3.805948007172878,1185120260.831171,2.6187616900390718,0.24467693111753175,1.5046296296296295,0.07126162239294541,10.793864492900893,135829842.0437098,1.8537855866148442e-06,52113.444020909,1.719106408782277
7.886901465732409,688223660.1338888,2.5259231079781386,0.95,1.5046296296296295,0.0001,14.572894033922948,225482366.2449832,1.8708051445721908e-06,45422.57797734695,1.6693499916144814
7.00359376173035,2599999999.697427,6.565258952705893,0.95,15.85021081381465,0.0001,6.898417160537132,213946557.9876454,1.7809722249818203e-06,10989.531976786753,1.7076878904677346
0.30331063846788797,752782176.1485974,4.184032510495156,0.5021274766920626,12648.37171351559,0.0001,14.190604477923698,53105916.2793125,2.0917747468710037e-06,19006.18650900045,0.4910489914839556
5.628233076995729,807726564.1546816,2.7059542674498926,0.9422654072475203,849.5762228132365,0.0001,12.840348855544221,207534957.88236266,1.8895450159607105e-06,74860.53104708358,0.5144873781417013
0.17138173346559965,1255612685.3967733,6.849353058918542,0.15072371621565853,20113.85958016308,0.0001233981004190362,19.916678174115145,248021287.6581157,2.105285331424808e-06,69784.62151278106,0.48853758469177067
0.11242720419961448,2311984158.020531,9.985144460580592,0.7150555315630177,8636.502348805008,0.0009259760303947465,9.860986858003434,185071818.30932778,2.3931105664801017e-06,58659.675562000324,0.4924254126285233
0.01,813880096.9667777,10.0,0.8231582479836217,6161.2004659669465,0.0446443773258847,18.175259086745317,180005641.76068705,1.189108499620502e-05,0.7523148148148148,0.5826012961518244
