lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,Obj_Func
0.004941687356970177,7883627098.523479,41.22092319831403,0.31364038096712227,91.10225688198538,0.5472129207442002,44.335926689481695,1399167123.5378776,1.944984298158516e-05,159963.23216428672,5.208236270055584
0.0001,4599828404.350272,50.0,0.5367215094637829,30199.19171946541,1e-05,2.11868011269063,1060495809.8793918,0.00010247479755461741,126.33101851851852,5.410358863185613
0.0001,3876352747.044405,50.0,0.6338790917372714,0.25266203703703705,0.21845780037863682,23.5355046793142,343601796.31751615,8.683687276466685e-05,589144.6981755369,5.412316025367786
0.13564284899873655,8143605222.005633,5.493818677943871,0.3295204154858699,0.25266203703703705,0.7060341791850491,28.569206226246585,1233635010.9777296,1.1049849057851604e-05,236390.87420392828,5.497254046972578
0.0068128355284884515,5767671903.805923,23.232536399326833,0.8514587366754097,0.25266203703703705,0.5903311452158184,47.36522277265811,1322201533.595572,2.4208715961488635e-05,222544.28311236505,5.218414488130705
0.0001,3638819450.544487,50.0,0.37703852613836164,0.25266203703703705,0.05239617963974763,6.478998214085763,2129510578.4572904,8.152194418545775e-05,78694.4832563727,0.6216988788334155
5.420820632732453,6782274376.166062,1.6158528763731106,0.8877832043929756,0.25266203703703705,1.0071790822857973,14.466442897323466,4422237.248995763,1.502333087661616e-05,615012.12549501,0.6411664414042239
0.0001,4585561095.712163,50.0,0.6702176289956485,35325.37105781469,1e-05,18.800638481484953,1418649434.7869308,0.00010211185426268378,884316.6567116962,0.620748928728285
0.0001,4587310276.87136,50.0,0.8736850316988397,0.25266203703703705,0.6134068084907651,13.758802499149496,1370012934.382451,0.00010221947942201513,16057.13903133693,0.6206648689578941
0.0001,4579720924.631522,50.0,0.95,0.25266203703703705,0.8196358569555774,26.96371284443887,481730648.72719616,0.00010204823877726422,262924.8412338553,0.6206466971316341
