lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,Obj_Func
0.1713817334655996,1255612685.396773,6.849353058918542,0.1507237162156585,20113.85958016308,0.000123398100419,19.916678174115145,248021287.6581157,2.105285331424808e-06,69784.62151278106,0.4885375846917706
