Cmax,Bexp,Alpha,Ks,Kq,Obj_Func
628.4495979471666,0.013428704656470324,0.4044177579749342,0.001,0.7414225164185805,4.087771034842441
630.9899301489231,0.013069687443372788,0.4038993221552781,0.001,0.7406122275453321,4.08778688918253
627.1209399065365,0.01321083308810549,0.4028119763369564,0.001,0.7415273657637605,4.087747903378872
627.5347976959353,0.013188519481212675,0.4029740301356824,0.001,0.7413763861649948,4.087747138619355
627.5502154263505,0.013186187961923295,0.4030936350256581,0.001,0.741428093730121,4.087746998793213
627.50098283525,0.013188241986223512,0.40311592345579844,0.001,0.7414043037077462,0.6472097916481179
627.5478153537591,0.013186151704735005,0.40310727500580706,0.001,0.7413812564461421,0.647209791019915
627.5147275932463,0.013187212568192944,0.40314626363751965,0.001,0.7413792814746482,0.647209791487744
669.7853624695906,0.0767306030542052,0.4156634775480243,0.001,0.7374378188630255,0.6498706400193254
627.6493000298843,0.01318054844749057,0.4030938443728803,0.001,0.7413932016114527,0.6472098003694341
