lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,Obj_Func
0.08997016972517899,240440574.1840841,3.404032610647106,0.8601712269103414,316.3124251900925,0.05156729748307893,5.088586395102255,70734719.71226011,6.833224141897002e-06,33457.20091237656,1.709992768680909
0.04459469506576063,497443084.8105129,6.879195690272746,0.6574464424391422,537.0191374329974,0.06043580808211169,13.548300228577817,110723170.76052661,6.625142480421004e-06,8608.571392993144,1.7039762207039708
1.6376864902399357,93074510.69041577,1.8884277544115586,0.95,3144.63028061327,0.0001,19.9703698413356,299200000.0,2.5706963504555e-06,1782.6742488613995,2.038727994970644
0.3488065086444641,2119013031.4577703,3.683502972847624,0.6863789835429432,782.2176475406122,0.0001,9.898155859472963,238656071.16934323,2.955597004706457e-06,10193.970116806397,2.184571894588846
0.03589867112617871,610056854.4139928,7.878252112953851,0.1117641367010349,807.603652764221,0.05194551288247128,8.703956129779979,151279275.49364692,7.0695987815150364e-06,15329.3385112389,1.701629311658134
0.4531476005241057,54663057.452998824,1.1195929016912065,0.6487874378405865,17.314814814814813,0.08541756661544493,19.943694463142055,207760469.5685071,4.846223769489094e-06,29305.850415302615,1.7719896779757753
0.04935502673959474,448614684.7809208,6.193678523421187,0.7251990480960256,437.981523308496,0.06781096907218295,9.048486738981422,182205425.46671468,6.672590909538416e-06,1692.3579754659281,1.7047021015401262
0.10698673033444607,1887626089.1232522,5.262874110998071,0.8037439417910187,405.0573615000762,0.014813367226703596,15.226912016626486,107080263.76621974,4.804585698961878e-06,9308.202695363434,2.055345337710889
0.029335406767806473,742820868.5468302,8.992143999858103,0.3694148958770218,1539.337114122568,0.03647320510711364,6.878675460461212,83366368.15357585,7.644005662867544e-06,24006.349826011312,1.705827476581154
0.07264069188217921,306578965.3588279,4.1423827838787926,0.45018776219286555,1966.3304635641332,0.01027325624078942,10.011441358299551,283351411.0278659,6.688737719733881e-06,2100.6870430314298,1.7034333204771381
0.03216316316924383,689248387.3211244,9.429023891446542,0.7163756269586425,3347.9570544511134,0.013573246040001902,11.904960068627446,272952165.15824556,6.676802600627303e-06,22789.23192120058,0.44200572807681676
0.056888912422915765,388018174.33105844,5.758758510606029,0.6095150750722771,668.1981579977372,0.034912390912591615,9.869563534907073,277408535.03541684,6.2427510806604665e-06,7895.597630574273,0.4429941947601344
0.06481150170310791,344405483.0191378,4.75407903078382,0.879894596308044,762.8941436027721,0.03033532759568925,14.065428399408015,129381713.73051682,6.757399551145629e-06,13440.782761209664,0.44389828217030514
0.039196018294203196,578667792.1718017,7.226268330229632,0.6083060062610153,1580.113021110389,0.028193644458249317,12.643160217497735,227834354.13552517,7.043269551031657e-06,22896.424061364403,0.4435260707074304
0.04871867794337212,455104697.6315954,6.143036471654985,0.2560437953823645,574.8318129240757,0.05141416931425143,14.062338539727353,148659589.10906634,6.632098746808266e-06,40023.586906572025,0.44101717524451167
0.09393776113185025,235976564.81455186,3.2332942671581684,0.5255708241787549,1434.4748719407116,0.011015227483183867,17.22580415188628,160031268.49665064,6.717155649534429e-06,8585.870335466687,0.44278490641960366
0.10714244327251202,2125865911.3529816,6.004122227821945,0.9499999995368039,2695.79154003402,0.0001,8.835576896824472,175022440.16101563,4.030246590998556e-06,24795.250598516202,0.6698638189103636
0.023461947250027256,978502631.3294879,9.97386476669201,0.145522089943321,2598.585423897675,0.03155780663746409,13.329681796013444,82606638.90303978,8.02002065754364e-06,30883.23039703069,0.4475515906547401
0.024711638023798596,830351057.0592941,8.286317441485362,0.7858758379794542,1099.8263011809113,0.07080544891929527,19.57657838447673,158856930.93796018,9.281629076493974e-06,10615.710193217878,0.45507454476847886
0.03528249245301589,629892530.2628169,7.7616238018534185,0.6241176805230394,880.319382161439,0.051675861541057695,19.67876429278865,123126878.7913368,7.329336959454671e-06,13801.268313126846,0.44296089622771073
