lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,sigma,alpah_correl,Obj_Func
5.372712097641838,5065934979.726843,170.33356415630112,0.7601756234992257,17043.43322795026,0.1971699262763161,40.828462770606635,946387510.495347,2.5813993956628465e-05,2173867.6287834556,0.9143095954962036,0.3392230914203476,2.14291244604923
9.350103936455504,1000002456.0170295,0.0001,0.5748574100649302,0.10803046080212314,1.0444003070683807,49.99984713090944,1004945686.404432,0.00011543506489324188,31396.686753947153,9.037895200749162,0.16360059499978416,0.7509902871541222
3.5290756699905863,5766249768.556032,148.64196138032008,0.4853981593659801,13392.545897544569,0.2118419905840765,50.0,190025981.14926752,3.0103931430265676e-05,2945928.2403959283,0.8053880217124555,0.550841934038906,2.0268031039693515
1e-05,1295928737.980102,153.38618914165437,0.9100418195352478,0.001394675925925926,1.1713074568866484,25.23787959778551,977170686.914746,1.3946844762008785e-06,1394585.9600386317,6.525180166713999,0.45063987811534867,1.7939476836485
8.997807399875663,3093663560.2600045,0.0001,0.20086069533833587,4725.646349956064,0.000854259630325396,37.15554155411522,633252413.6500341,3.258908202610742e-05,341292.02721664,1.9079024210835,0.28879546231970626,0.7521248341327419
