lam,Smax,b,alpha,Perc,beta,gamma,S2max,k1,k2,sigma,alpah_correl,Obj_Func
4.700997823257034,17502275652.604095,2.3152540876979666,0.7446238403543838,127002.05888942852,1e-05,49.96401501308255,4204123087.704209,3.9858218682363545e-06,17745832.399490424,2.7197201123184254,0.12149102400439776,8.30768277014814
1e-05,34653022316.74896,93.58716358769603,0.6974877047559404,118933.8738507732,1e-05,48.18273804679242,134955798.90770724,5.463069428907963e-07,21885045.12558464,9.357107762244812,0.36775431722267293,7.738834225508552
1e-05,15798057094.331356,124.35564363407572,0.6785153567756335,156781.20845549973,5.7569030937819706e-05,49.21310918228199,1083744868.9841986,2.724104590297682e-07,19276313.606702223,7.649687926652376,0.4146149859039206,7.933571862961036
1e-05,37416792198.40058,138.51314699342797,0.944949798181471,0.008694444444444444,0.6503620386231009,40.18472987154908,4652504257.983324,4.783113393542819e-07,28893133.326412242,6.175070495561726,0.5622460861340269,7.712801061339268
